year,commentid,form_letter,org_type,comment,stance_1_cat3
2017,FNS-2017-0021-4770,nan,Constituent,"January 16, 2018
School Programs Branch
Policy and Program Development Division
Food and Nutrition Service
3101 Park Center Drive
Alexandria, Virginia 22302
Re: Docket No.  FNS-2017-0021; Child Nutrition Programs: Flexibilities for Milk, Whole Grains, and Sodium Requirements
We respectfully submit comments in response to the U.S. Department of Agriculture's (USDA) ""Child Nutrition Programs: Flexibilities for Milk, Whole Grains, and Sodium Requirements"" interim final rule (IFR) (82 FR 56703), and oppose weakening school nutrition standards.  Virtually all schools (99 percent) participating in the National School Lunch and Breakfast Programs are making great progress toward serving healthier meals for low-income children with less sodium; more whole grains, fruits, and vegetables; and no trans fat; and removing sugary drinks and unhealthy snack food.   The 2012 updates to school nutrition standards reflect sound science, support children's health, and are consistent with the 2015-2020 Dietary Guidelines for Americans (DGA)  and the National Academies of Science, Engineering, and Medicine (formerly, Institute of Medicine) 2009 report School Meals: Building Blocks for Healthy Children.   
The Harvard University T.H. Chan School of Public Health concluded that the update to school nutrition standards is ""one of the most important national obesity prevention policy achievements in recent decades.""   Researchers estimate that these improvements prevent more than 2 million cases of childhood obesity and save up to $792 million in health-care related costs over ten years.  Improved school nutrition is critical given that one out of three children and adolescents aged 2 to 19 years is overweight or obese ,  and children consume one-third to one-half of daily calories during the school day.   Contrary to supporting schools and children's health, the proposed changes in the IFR could jeopardize this progress.
The three-year delay in the second sodium reduction levels would harm children's health
We oppose the proposed three-year delay (from School Year 2017-2018 to School Year 2021-2022) of the second sodium reduction targets (Target 2) for school meals that would lock in unsafe levels of sodium for children.  Unfortunately, nine out of ten children consume too much sodium,  increasing their risk of high blood pressure, heart disease, and stroke.   Many schools, food service companies, and others in industry are working toward or already providing healthy and appealing meals and products with less sodium.  USDA should address remaining challenges through training and technical assistance.  Delaying the second phase of sodium reduction puts children's health at risk and would result in children consuming an extra 84 to 98 teaspoons of salt (over the course of the three-year delay).   Further, we are opposed to any delay of the third and final phase of sodium reduction for school meals (Target 3 which is supposed to go into effect School Year 2022-2023).  
Continuing the whole-grains waiver is unnecessary 
There is no need to continue the whole-grain waivers.  USDA concedes in the IFR that 85 percent of schools have not requested waivers and are providing children with appealing whole-grain options.  If all schools in Alabama, Idaho, and Montana can serve whole grains to their students, schools in the rest of the states should be able to as well.   Eating more whole grains is associated with reduced risk of heart disease, stroke, and diabetes, provides more nutrients, and are a healthful source of fiber.   Children, on average, consume too few whole grains and too many refined grains.   
Allowing flavored low-fat milk is inconsistent with expert dietary advice and school needs
We oppose allowing flavored low-fat (1 percent) milk for school meals and as a competitive food.  The current standards that allow plain or flavored fat-free milk and plain low-fat milk are based on expert recommendations from the National Academy of Medicine's 2009 report.   The recommendations disallowed flavored low-fat milk because it would provide more calories and likely exceed the calorie maximum for school meals.  The 2015 DGA similarly recommended, ""increasing the proportion of dairy intake that is fat-free or low-fat milk"" and ""reducing the intake of added sugars"" such as those in flavored milk.   Similarly, the Robert Wood Johnson Foundation's Healthier Beverage Guidelines recommend only plain fat-free and low-fat milk for children and adolescents.   
Conclusion
We oppose further delay of the sodium reduction targets (both Target 2 and Target 3), the continuation of the whole-grains waiver, and allowing flavored low-fat milk.  Rather than weakening school nutrition standards, we urge the administration to support efforts to continue the progress to improve school food.  
Sincerely,
Kathryn Leonard, MS, RD, CDN
",In favor of original HHFKA
2017,FNS-2017-0021-4771,nan,Constituent,"
We respectfully submit comments in response to the U.S. Department of Agriculture's (USDA) ""Child Nutrition Programs: Flexibilities for Milk, Whole Grains, and Sodium Requirements"" interim final rule (IFR) (82 FR 56703), and oppose weakening school nutrition standards.  Virtually all schools (99 percent) participating in the National School Lunch and Breakfast Programs are making great progress toward serving healthier meals for low-income children with less sodium; more whole grains, fruits, and vegetables; and no trans fat; and removing sugary drinks and unhealthy snack food.   The 2012 updates to school nutrition standards reflect sound science, support children's health, and are consistent with the 2015-2020 Dietary Guidelines for Americans (DGA)  and the National Academies of Science, Engineering, and Medicine (formerly, Institute of Medicine) 2009 report School Meals: Building Blocks for Healthy Children.   
The Harvard University T.H. Chan School of Public Health concluded that the update to school nutrition standards is ""one of the most important national obesity prevention policy achievements in recent decades.""   Researchers estimate that these improvements prevent more than 2 million cases of childhood obesity and save up to $792 million in health-care related costs over ten years.  Improved school nutrition is critical given that one out of three children and adolescents aged 2 to 19 years is overweight or obese ,  and children consume one-third to one-half of daily calories during the school day.   Contrary to supporting schools and children's health, the proposed changes in the IFR could jeopardize this progress.
The three-year delay in the second sodium reduction levels would harm children's health
We oppose the proposed three-year delay (from School Year 2017-2018 to School Year 2021-2022) of the second sodium reduction targets (Target 2) for school meals that would lock in unsafe levels of sodium for children.  Unfortunately, nine out of ten children consume too much sodium,  increasing their risk of high blood pressure, heart disease, and stroke.   Many schools, food service companies, and others in industry are working toward or already providing healthy and appealing meals and products with less sodium.  USDA should address remaining challenges through training and technical assistance.  Delaying the second phase of sodium reduction puts children's health at risk and would result in children consuming an extra 84 to 98 teaspoons of salt (over the course of the three-year delay).   Further, we are opposed to any delay of the third and final phase of sodium reduction for school meals (Target 3 which is supposed to go into effect School Year 2022-2023).  
Continuing the whole-grains waiver is unnecessary 
There is no need to continue the whole-grain waivers.  USDA concedes in the IFR that 85 percent of schools have not requested waivers and are providing children with appealing whole-grain options.  If all schools in Alabama, Idaho, and Montana can serve whole grains to their students, schools in the rest of the states should be able to as well.   Eating more whole grains is associated with reduced risk of heart disease, stroke, and diabetes, provides more nutrients, and are a healthful source of fiber.   Children, on average, consume too few whole grains and too many refined grains.   
Allowing flavored low-fat milk is inconsistent with expert dietary advice and school needs
We oppose allowing flavored low-fat (1 percent) milk for school meals and as a competitive food.  The current standards that allow plain or flavored fat-free milk and plain low-fat milk are based on expert recommendations from the National Academy of Medicine's 2009 report.   The recommendations disallowed flavored low-fat milk because it would provide more calories and likely exceed the calorie maximum for school meals.  The 2015 DGA similarly recommended, ""increasing the proportion of dairy intake that is fat-free or low-fat milk"" and ""reducing the intake of added sugars"" such as those in flavored milk.   Similarly, the Robert Wood Johnson Foundation's Healthier Beverage Guidelines recommend only plain fat-free and low-fat milk for children and adolescents.   
Conclusion
We oppose further delay of the sodium reduction targets (both Target 2 and Target 3), the continuation of the whole-grains waiver, and allowing flavored low-fat milk.  Rather than weakening school nutrition standards, we urge the administration to support efforts to continue the progress to improve school food.  
",In favor of original HHFKA
2017,FNS-2017-0021-4789,nan,Constituent,"I respectfully submit comments in response to the U.S. Department of Agriculture’s (USDA) “Child Nutrition Programs: Flexibilities for Milk, Whole Grains, and Sodium Requirements” interim final rule (IFR) (82 FR 56703), and oppose weakening school nutrition standards.  Virtually all schools (99 percent) participating in the National School Lunch and Breakfast Programs are making great progress toward serving healthier meals for low-income children with less sodium; more whole grains, fruits, and vegetables; and no trans fat; and removing sugary drinks and unhealthy snack food.1  The 2012 updates to school nutrition standards reflect sound science, support children’s health, and are consistent with the 2015-2020 Dietary Guidelines for Americans (DGA)2 and the National Academies of Science, Engineering, and Medicine (formerly, Institute of Medicine) 2009 report School Meals: Building Blocks for Healthy Children.3   
 
The Harvard University T.H. Chan School of Public Health concluded that the update to school nutrition standards is “one of the most important national obesity prevention policy achievements in recent decades.”4  Researchers estimate that these improvements prevent more than 2 million cases of childhood obesity and save up to $792 million in health-care related costs over ten years.  Improved school nutrition is critical given that one out of three children and adolescents aged 2 to 19 years is overweight or obese5,6 and children consume one-third to one-half of daily calories during the school day.7  Contrary to supporting schools and children’s health, the proposed changes in the IFR could jeopardize this progress. 
 
The three-year delay in the second sodium reduction levels would harm children’s health I oppose the proposed three-year delay (from School Year 2017-2018 to School Year 20212022) of the second sodium reduction targets (Target 2) for school meals that would lock in unsafe levels of sodium for children.  Unfortunately, nine out of ten children consume too much sodium,8 increasing their risk of high blood pressure, heart disease, and stroke.9  Many schools, food service companies, and others in industry are working toward or already providing healthy and appealing meals and products with less sodium.  USDA should address remaining challenges through training and technical assistance.  Delaying the second phase of sodium reduction puts children’s health at risk and would result in children consuming an extra 84 to 98 teaspoons of salt (over the course of the three-year delay).10  Further, I am opposed to any delay of the third and final phase of sodium reduction for school meals (Target 3 which is supposed to go into effect School Year 2022-2023).   
 
Continuing the whole-grains waiver is unnecessary  There is no need to continue the whole-grain waivers.  USDA concedes in the IFR that 85 percent of schools have not requested waivers and are providing children with appealing wholegrain options.  If all schools in Alabama, Idaho, and Montana can serve whole grains to their students, schools in the rest of the states should be able to as well.11  Eating more whole grains is associated with reduced risk of heart disease, stroke, and diabetes, provides more nutrients, and are a healthful source of fiber.12  Children, on average, consume too few whole grains and too many refined grains.13   
 
Allowing flavored low-fat milk is inconsistent with expert dietary advice and school needs I oppose allowing flavored low-fat (1 percent) milk for school meals and as a competitive food.  The current standards that allow plain or flavored fat-free milk and plain low-fat milk are based on expert recommendations from the National Academy of Medicine’s 2009 report.14  The recommendations disallowed flavored low-fat milk because it would provide more calories and likely exceed the calorie maximum for school meals.  The 2015 DGA similarly recommended, “increasing the proportion of dairy intake that is fat-free or low-fat milk” and “reducing the intake of added sugars” such as those in flavored milk.15  Similarly, the Robert Wood Johnson Foundation’s Healthier Beverage Guidelines recommend only plain fat-free and low-fat milk for children and adolescents.16 Further, the Robert Wood Johnson Foundation panel recommended that if schools offered flavored low-fat milk, it should be no more than 130 calories per 8 ounces.  If USDA allows flavored low-fat milk, we recommend a calorie cap of no more than 130 calories per 8 ounces, consistent with the Robert Wood Johnson Foundation’s Healthier Beverage Guidelines. 
 
Conclusion I oppose further delay of the sodium reduction targets (both Target 2 and Target 3), the continuation of the whole-grains waiver, and allowing flavored low-fat milk.  Rather than weakening school nutrition standards, I urge the administration to support efforts to continue the progress to improve school food.   
 
Sincerely, 
 
Anjuman Shah, MS, RD ",In favor of original HHFKA
2017,FNS-2017-0021-4792,nan,Constituent,"I am writing to express my EXTREME disappointment with the USDAs decision to modify the sodium, whole grains, and milk standards in the National School Lunch and School Breakfast Programs. As a parent of a school aged child, I strongly oppose the changes and urge you to reconsider your decision. Our children need healthy, nutritious foods at school  and these changes are a significant step in the wrong direction, jeopardizing their health, well-being, and academic success.
I am very concerned that the changes will allow schools to serve meals with excess sodium. Children currently eat too much sodium, which can lead to negative health effects, such as elevated or high blood pressure, and an increased risk of developing heart disease at an earlier age. 
I am also concerned that the changes will allow schools to serve fewer whole grains. Whole grains provide nutrients and are a healthful source of fiber. Eating whole grains and fiber is associated with increased diet quality and decreased risk of cardiovascular disease, and some studies show that eating them can lower body weight as well. We should be encouraging kids to eat more whole grains  not less.
In addition, allowing schools to serve 1% flavored milk contradicts many expert recommendations and increases the number of calories children consume. 
These changes to the standards not only have negative health effects, but they are also unnecessary. More than 99% of participating schools are already meeting the strong, science-based nutrition standards the Department adopted in 2012. Rather than weakening these standards, USDA should focus on helping those schools that need extra assistance to cross the finish line. For example, USDA should work with schools to ensure that they have the education, training, and equipment necessary to prepare nutritious meals that meet the requirements. 
Healthier children are more likely to become healthier adults. By 2025, the current healthy nutrition standards are estimated to decrease the number of childhood obesity cases by more than two million and lead to a cost savings of $800 million. With our kids developing high blood pressure, diabetes, and other chronic conditions, keeping school nutrition standards strong is more important than ever. 
I encourage you to put children first and maintain the 2012 nutrition standards for sodium, whole grains, and milk.",In favor of original HHFKA
2017,FNS-2017-0021-4866,nan,Constituent,This is horrible. Do not remove these standards for children. We need to do better.,In favor of original HHFKA
2017,FNS-2017-0021-4867,nan,Constituent,"I am a school nurse and I am appalled that the USDA is even considering allowing schools to serve children meals that contain more sodium, calories, and sugar as well as fewer whole grains.  
I care for 550 children, almost half of whom are on free or reduced meals.  This means that many of my students may only eat what is provided at school each day and do not have access to consistent, let alone healthy foods at home.  We MUST make the meals they receive during school hours as nutritious as possible!  
I also encourage you to consider why you are even considering these changes?  Many schools now outsource their food prep to for profit companies.  Serving healthy foods is of course more expensive and hurts their profits.  Please consider who is most important, who will be hurt by these new standards, and who will benefit.
I encourage you to put children first and maintain the 2012 nutrition standards for sodium, whole grains, and milk.",In favor of original HHFKA
2017,FNS-2017-0021-4879,nan,Constituent,"Dear Ms. Namian: 
 The healthier school meal rules have been an important step for our nation to remedy nutritional shortfalls in children’s diets and to help address the current high rates of obesity and chronic disease. We want the best nutrition for all children, particularly lowincome children who may lack access to consistent healthy, quality food outside of school.  
 The new USDA nutrition standards for school meals are extraordinarily important for the health and academic success of America’s school children. Thirty million children eat lunch at school every day; more than 21 million of them are low-income children whose families are struggling to make ends meet. Nearly 15 million children (12 million of them low-income) eat school breakfast every day. Research shows that the new standards have a positive impact on the school nutrition environment as well as student food selection and consumption, especially for fruits and vegetables.    
 We are concerned about the proposed changes to the school nutrition standards, and strongly support maintaining the current, evidence-based school meal program standards to assure that all children have access to foods that support their health, wellbeing, and learning, irrespective of the school they attend.  
 School meals should be consistent with the Dietary Guidelines for Americans, including serving whole-grain foods and limiting sodium and saturated fat. This is especially important because most American children do not consume enough fiber and whole grains, and consume too much sodium and fat. The majority of schools are fully and successfully meeting the current nutrition requirements already; this is not a time for rolling back the standards. 
 To ensure that children get the full value from the new healthier school meals, we offer these recommendations to increase the reach of the school nutrition programs:  
 
• ensure that students who are eligible for free and reduced-price school meals are certified by working with states to improve and strengthen direct certification systems, and address any barriers in the school meal application process;  • encourage schools to offer free breakfast and lunch to all students through the Community Eligibility Provision, and any other federal provisions that are available to schools; and • promote breakfast in the classroom and other alternative school breakfast models. 
 We encourage USDA to continue its excellent nutrition education (e.g., Team Nutrition), program technical assistance, training, and education initiatives. 
In summary, we are concerned about proposed revisions to the school meal standards. Our nation’s children need and deserve strong, evidence-based nutrition standards that support their learning, health, and well-being.  Sincerely,  
 [Your Name]  [Organization Name]  ",In favor of original HHFKA
2017,FNS-2017-0021-4890,nan,Constituent,"To: Tina Namian, Chief, School Programs Branch Policy and Program Development Division, U.S. Department of Agriculture 
 RE: Docket ID FNS-2017-0021 
 Dear Ms. Namian: 
 The healthier school meal rules have been an important step for our nation to remedy nutritional shortfalls in childrens diets and to help address the current high rates of obesity and chronic disease. We want the best nutrition for all children, particularly lowincome children who may lack access to consistent healthy, quality food outside of school.  
 The new USDA nutrition standards for school meals are extraordinarily important for the health and academic success of Americas school children. Thirty million children eat lunch at school every day; more than 21 million of them are low-income children whose families are struggling to make ends meet. Nearly 15 million children (12 million of them low-income) eat school breakfast every day. Research shows that the new standards have a positive impact on the school nutrition environment as well as student food selection and consumption, especially for fruits and vegetables.    
 We are concerned about the proposed changes to the school nutrition standards, and strongly support maintaining the current, evidence-based school meal program standards to assure that all children have access to foods that support their health, wellbeing, and learning, irrespective of the school they attend.  
 School meals should be consistent with the Dietary Guidelines for Americans, including serving whole-grain foods and limiting sodium and saturated fat. This is especially important because most American children do not consume enough fiber and whole grains, and consume too much sodium and fat. The majority of schools are fully and successfully meeting the current nutrition requirements already; this is not a time for rolling back the standards. 
 To ensure that children get the full value from the new healthier school meals, we offer these recommendations to increase the reach of the school nutrition programs:  
 
 ensure that students who are eligible for free and reduced-price school meals are certified by working with states to improve and strengthen direct certification systems, and address any barriers in the school meal application process;   encourage schools to offer free breakfast and lunch to all students through the Community Eligibility Provision, and any other federal provisions that are available to schools; and  promote breakfast in the classroom and other alternative school breakfast models. 
 We encourage USDA to continue its excellent nutrition education (e.g., Team Nutrition), program technical assistance, training, and education initiatives. 
In summary, we are concerned about proposed revisions to the school meal standards. Our nations children need and deserve strong, evidence-based nutrition standards that support their learning, health, and well-being.  Sincerely, Lynn S. Fry",In favor of original HHFKA
2017,FNS-2017-0021-4893,nan,Constituent,"USDA, 
I am concerned about the proposed changes to the school nutrition standards, and strongly support maintaining the current, evidence-based standards to assure that all children have access to foods that support their health, well-being, and learning, regardless of the school they attend.
",In favor of original HHFKA
2017,FNS-2017-0021-4904,nan,Constituent,"As a recently retired teacher, I am writing to express my disappointment and horror with the USDAs decision to modify the sodium, whole grains, and milk standards in the National School Lunch and School Breakfast Programs. I oppose the changes and urge you to reconsider your decision. Our children need healthy, nutritious foods at school  and these changes are a significant step in the wrong direction, jeopardizing their health, well-being, and academic success.
I am very concerned that the changes will allow schools to serve meals with excess sodium. Children currently eat too much sodium, which can lead to negative health effects, such as elevated or high blood pressure, and an increased risk of developing heart disease at an earlier age. 
I am also concerned that the changes will allow schools to serve fewer whole grains. Whole grains provide nutrients and are a healthful source of fiber. 
Eating whole grains and fiber is associated with increased diet quality and decreased risk of cardiovascular disease, and some studies show that eating them can lower body weight as well. We should be encouraging kids to eat more whole grains  not less.
In addition, allowing schools to serve 1% flavored milk contradicts many expert recommendations and increases the number of calories children consume. 
These changes to the standards not only have negative health effects, but they are also unnecessary. More than 99% of participating schools are already meeting the strong, science-based nutrition standards the Department adopted in 2012. Rather than weakening these standards, USDA should focus on helping those schools that need extra assistance to cross the finish line. For example, USDA should work with schools to ensure that they have the education, training, and equipment necessary to prepare nutritious meals that meet the requirements. 
Healthier children are more likely to become healthier adults. By 2025, the current healthy nutrition standards are estimated to decrease the number of childhood obesity cases by more than two million and lead to a cost savings of $800 million. With our kids developing high blood pressure, diabetes, and other chronic conditions, keeping school nutrition standards strong is more important than ever. 
I encourage you to put children first and maintain the 2012 nutrition standards for sodium, whole grains, and milk.",In favor of original HHFKA
2017,FNS-2017-0021-4949,nan,Constituent,"To: Tina Namian, Chief, School Programs Branch Policy and Program Development
Division, U.S. Department of Agriculture
RE: Docket ID FNS-2017-0021
Dear Ms. Namian:
The healthier school meal rules have been an important step for our nation to remedy
nutritional shortfalls in childrens diets and to help address the current high rates of
obesity and chronic disease. We want the best nutrition for all children, particularly lowincome
children who may lack access to consistent healthy, quality food outside of
school.
The new USDA nutrition standards for school meals are extraordinarily important for
the health and academic success of Americas school children. Thirty million children
eat lunch at school every day; more than 21 million of them are low-income children
whose families are struggling to make ends meet. Nearly 15 million children (12 million
of them low-income) eat school breakfast every day. Research shows that the new
standards have a positive impact on the school nutrition environment as well as student
food selection and consumption, especially for fruits and vegetables.
We are concerned about the proposed changes to the school nutrition standards, and
strongly support maintaining the current, evidence-based school meal program
standards to assure that all children have access to foods that support their health, wellbeing,
and learning, irrespective of the school they attend.
School meals should be consistent with the Dietary Guidelines for Americans, including
serving whole-grain foods and limiting sodium and saturated fat. This is especially
important because most American children do not consume enough fiber and whole
grains, and consume too much sodium and fat. The majority of schools are fully and
successfully meeting the current nutrition requirements already; this is not a time for
rolling back the standards.
To ensure that children get the full value from the new healthier school meals, we offer
these recommendations to increase the reach of the school nutrition programs:
 ensure that students who are eligible for free and reduced-price school meals are
certified by working with states to improve and strengthen direct certification
systems, and address any barriers in the school meal application process;
 encourage schools to offer free breakfast and lunch to all students through the
Community Eligibility Provision, and any other federal provisions that are
available to schools; and
 promote breakfast in the classroom and other alternative school breakfast
models.
We encourage USDA to continue its excellent nutrition education (e.g., Team Nutrition),
program technical assistance, training, and education initiatives.
In summary, we are concerned about proposed revisions to the school meal standards.
Our nations children need and deserve strong, evidence-based nutrition standards that
support their learning, health, and well-being.
Sincerely,
Hannah Helton",In favor of original HHFKA
2017,FNS-2017-0021-5063,nan,Constituent,"I am disappointed with the USDAs decision to modify the sodium, whole grains, and milk standards in the National School Lunch and School Breakfast Programs.  I oppose the changes and respectfully request that you reconsider your decision. Our children need healthy, nutritious foods at school  and these changes are a significant step in the wrong direction, jeopardizing their health, well-being, and academic success.
I am very concerned that the changes will allow schools to serve meals with excess sodium.  Children currently eat too much sodium, which can lead to negative health effects, such as elevated or high blood pressure, and an increased risk of developing heart disease at an earlier age. 
I am also concerned that the changes will allow schools to serve fewer whole grains.  Whole grains provide nutrients and are a healthful source of fiber.  Eating whole grains and fiber is associated with increased diet quality and decreased risk of cardiovascular disease, and some studies show that eating them can lower body weight as well.  We should be encouraging kids to eat more whole grains  not less.
In addition, allowing schools to serve 1% flavored milk contradicts many expert recommendations and increases the number of calories children consume. 
These changes to the standards not only have negative health effects, but they are also unnecessary.  More than 99% of participating schools are already meeting the strong, science-based nutrition standards the Department adopted in 2012.  Rather than weakening these standards, USDA should focus on helping those schools that need extra assistance to cross the finish line.  For example, USDA should work with schools to ensure that they have the education, training, and equipment necessary to prepare nutritious meals that meet the requirements. 
Healthier children are more likely to become healthier adults.  By 2025, the current healthy nutrition standards are estimated to decrease the number of childhood obesity cases by more than two million and lead to a cost savings of $800 million.  With our kids developing high blood pressure, diabetes, and other chronic conditions, keeping school nutrition standards strong is more important than ever. 
I encourage you to put children first and maintain the 2012 nutrition standards for sodium, whole grains, and milk.
Thank youi.",In favor of original HHFKA
2017,FNS-2017-0021-5097,nan,Constituent,"I am writing to express my approval with the USDAs decision to modify the sodium, whole grains, and milk standards in the National School Lunch and School Breakfast Programs. I heartily endorse the changes and applaud your decision. Our children need tasty foods at school, foods they will eat, and these changes are a significant step in the right direction, providing more food energy to promote their satisfaction, well-being, and academic success.
I am very concerned that the changes will allow schools to serve meals with excess sodium. Children currently eat too much sodium, which can lead to negative health effects, such as elevated or high blood pressure, and an increased risk of developing heart disease at an earlier age. 
I am also concerned that the changes will allow schools to serve fewer whole grains. Whole grains provide nutrients and are a healthful source of fiber. Eating whole grains and fiber is associated with increased diet quality and decreased risk of cardiovascular disease, and some studies show that eating them can lower body weight as well. We should be encouraging kids to eat more whole grains  not less.
In addition, allowing schools to serve 1% flavored milk contradicts many expert recommendations and increases the number of calories children consume. 
These changes to the standards not only have negative health effects, but they are also unnecessary. More than 99% of participating schools are already meeting the strong, science-based nutrition standards the Department adopted in 2012. Rather than weakening these standards, USDA should focus on helping those schools that need extra assistance to cross the finish line. For example, USDA should work with schools to ensure that they have the education, training, and equipment necessary to prepare nutritious meals that meet the requirements. 
Healthier children are more likely to become healthier adults. By 2025, the current healthy nutrition standards are estimated to decrease the number of childhood obesity cases by more than two million and lead to a cost savings of $800 million. With our kids developing high blood pressure, diabetes, and other chronic conditions, keeping school nutrition standards strong is more important than ever. 
I encourage you to put children first and maintain the 2012 nutrition standards for sodium, whole grains, and milk.",In favor of original HHFKA
2017,FNS-2017-0021-5196,nan,Constituent,"We are writing to express our disappointment with the USDAs decision to modify the sodium, whole grains, and milk standards in the National School Lunch and School Breakfast Programs. We oppose the changes and urge you to reconsider your decision. Our children need healthy, nutritious foods at school  and these changes are a significant step in the wrong direction, jeopardizing their health, well-being, and academic success.
We are very concerned that the changes will allow schools to serve meals with excess sodium. Children currently eat too much sodium, which can lead to negative health effects, such as elevated or high blood pressure, and an increased risk of developing heart disease at an earlier age. 
We are also concerned that the changes will allow schools to serve fewer whole grains. Whole grains provide nutrients and are a healthful source of fiber. Eating whole grains and fiber is associated with increased diet quality and decreased risk of cardiovascular disease, and some studies show that eating them can lower body weight as well. We should be encouraging kids to eat more whole grains  not less.
In addition, allowing schools to serve 1% flavored milk contradicts many expert recommendations and increases the number of calories children consume. 
These changes to the standards not only have negative health effects, but they are also unnecessary. More than 99% of participating schools are already meeting the strong, science-based nutrition standards the Department adopted in 2012. Rather than weakening these standards, USDA should focus on helping those schools that need extra assistance to cross the finish line. For example, USDA should work with schools to ensure that they have the education, training, and equipment necessary to prepare nutritious meals that meet the requirements. 
Healthier children are more likely to become healthier adults. By 2025, the current healthy nutrition standards are estimated to decrease the number of childhood obesity cases by more than two million and lead to a cost savings of $800 million. With our kids developing high blood pressure, diabetes, and other chronic conditions, keeping school nutrition standards strong is more important than ever. 
We encourage you to put children first and maintain the 2012 nutrition standards for sodium, whole grains, and milk.",In favor of original HHFKA
2017,FNS-2017-0021-5262,nan,Constituent,"Re: Docket No.  FNS-2017-0021
Real Food for Kids is dedicated to collaborating with school communities to
elevate the quality and character of school food and to developing and
delivering programs that advance literacy in nutrition and health. Our work
over the last several years has seen great progress in school nutrition
programs and what they offer to students every day through school meals. 
We respectfully submit comments in response to the U.S. Department of
Agriculture's (USDA) ""Child Nutrition Programs: Flexibilities for Milk,
Whole Grains, and Sodium Requirements"" interim final rule (IFR) (82 FR
56703), and oppose weakening school nutrition standards.  Virtually all
schools (99 percent) participating in the National School Lunch and
Breakfast Programs are making great progress toward serving healthier meals
for low-income children with less sodium; more whole grains, fruits, and
vegetables; and no trans fat; and removing sugary drinks and unhealthy snack
food. The 2012 updates to school nutrition standards reflect sound science,
support children's health, and are consistent with the 2015-2020 Dietary
Guidelines for Americans (DGA) and the National Academies of Science,
Engineering, and Medicine (formerly, Institute of Medicine) 2009 report
School Meals: Building Blocks for Healthy Children.
The Harvard University T.H. Chan School of Public Health concluded that the
update to school nutrition standards is ""one of the most important national
obesity prevention policy achievements in recent decades."" Researchers
estimate that these improvements prevent more than 2 million cases of
childhood obesity and save up to $792 million in health-care related costs
over ten years.  Improved school nutrition is critical given that one out of
three children and adolescents aged 2 to 19 years is overweight or obese and
children consume one-third to one-half of daily calories during the school
day. Contrary to supporting schools and children's health, the proposed
changes in the IFR could jeopardize this progress.
The three-year delay in the second sodium reduction levels would harm
children's health
We oppose the proposed three-year delay (from School Year 2017-2018 to
School Year 2021-2022) of the second sodium reduction targets (Target 2) for
school meals that would lock in unsafe levels of sodium for children.
Unfortunately, nine out of ten children consume too much sodium, increasing
their risk of high blood pressure, heart disease, and stroke. Many schools,
food service companies, and others in industry are working toward or already
providing healthy and appealing meals and products with less sodium.  USDA
should address remaining challenges through training and technical
assistance.  Delaying the second phase of sodium reduction puts children's
health at risk and would result in children consuming an extra 84 to 98
teaspoons of salt (over the course of the three-year delay). Further, we are
opposed to any delay of the third and final phase of sodium reduction for
school meals (Target 3 which is supposed to go into effect School Year
2022-2023).
Continuing the whole-grains waiver is unnecessary 
There is no need to continue the whole-grain waivers.  USDA concedes in the
IFR that 85 percent of schools have not requested waivers and are providing
children with appealing whole-grain options.  If all schools in Alabama,
Idaho, and Montana can serve whole grains to their students, schools in the
rest of the states should be able to as well. Eating more whole grains is
associated with reduced risk of heart disease, stroke, and diabetes,
provides more nutrients, and are a healthful source of fiber. Children, on
average, consume too few whole grains and too many refined grains.
Allowing flavored low-fat milk is inconsistent with expert dietary advice
and school needs
We oppose allowing flavored low-fat (1 percent) milk for school meals and as
a competitive food.  The current standards that allow plain or flavored
fat-free milk and plain low-fat milk are based on expert recommendations
from the National Academy of Medicine's 2009 report. The recommendations
disallowed flavored low-fat milk because it would provide more calories and
likely exceed the calorie maximum for school meals.  The 2015 DGA similarly
recommended, ""increasing the proportion of dairy intake that is fat-free or
low-fat milk"" and ""reducing the intake of added sugars"" such as those in
flavored milk. Similarly, the Robert Wood Johnson Foundation's Healthier
Beverage Guidelines recommend only plain fat-free and low-fat milk for
children and adolescents.
We oppose further delay of the sodium reduction targets, the continuation of the whole-grains waiver, and allowing flavored low-fat milk.  Rather than weakening school nutrition standards, we urge the administration to support efforts to continue the progress to improve school food.  
Sincerely,
JoAnne Hammermaster
Executive Director
Real Food for Kids
",In favor of original HHFKA
2017,FNS-2017-0021-5285,nan,Constituent,"I'm very disappointed that The Food and ""Nutrition"" service is rolling back hard won progress in the supplementation of nutritionally inferior food offerings among many of the economically challenged families of school age children in our country.  Often the breakfast and lunch these children receive at school are a nutrient dense counterpoint to what their stressed families are able to offer them at home.  This nutritional shortchange being visited on a population that represents our hope for tomorrow is inexcusable, and certainly not excused by a need for providers to have greater ""flexibility"" in their offerings.  We can do better than this. ",In favor of original HHFKA
