year,commentid,form_letter,org_type,comment,stance_1_cat3
2020,FNS-2020-0038-0026,,School,"I am a Child Nutrition General Manager in Fort Worth Texas.  I believe that the flexibilities provided for Milk, Whole Grain and Sodium are essential for our goal of providing nutritious food to our students.  We need to provide menu items and options that kids actually eat.  These menu flexibilities allow us the latitude to provide menu items that are more acceptable to the populations that we serve.",In favor of flexibilies
2020,FNS-2020-0038-0027,,Advocacy,"- one of the most challenging aspects of our summer feeding is actually giving children access to our meals.  In my experience children in our free and reduced classes have two parents that must work, these parents may also not be able to afford child care in the summer.  This situation makes for some very hungry children at home all summer.  What we tend to see however, is that these kids have also been instructed by mom and dad to not go to the door or answer any phone calls so as to not bring attention to the fact that they are at home alone.  On many occasions we may be out in the parking lot with food that they cannot access, given the service constraints of seamless summer.  <br/><br/>- I believe that i may have some thoughts as to how to combat this issue.  We saw great success with the COVID-19 feeding due in large to the flexibility, we were able to feed for multiple days at once and had the ability to serve the adults instead of the children. If the parents are working all week in a normal summer setting it would make more sense to distribute on the weekend and if that was also possible we could serve for the whole week ensuring that while those children are at home during the summer alone, they would have a fridge full of food to eat all week.  I am also realistic in the fact that this is a perfect ideal case and may not always look like this if all the food gets eaten at once or if mom and dad also help eat.  However, if we did our part correctly and were able to have a few reasonable flexibilities in a normal seamless summer operation, I truly believe we could be more impactful in the long run.",In favor of flexibilies
2020,FNS-2020-0038-0028,,School,"The whole grain and sodium flexibilities are a big issue in a food service department.  We use as many whole grains as possible, but theire are some things are students just will not eat.  They will eat WG spaghetti because it is covered up by the red sauce and it still tastes good.  We tried making it low sodium and the students stopped taking it and complained about it.  So WG spaghetti is fine, but not low sodium.  <br/><br/>We tried using WG elbow macaroni and the students would not eat it.  We tried a WG buscuit and tortilla and the students would not eat it.  They will eat WG rolls, cookies, corn dogs, hot dog buns, pizza, cheesy breadsticks, breaded chicken fillet,  hamburger buns and WG hoagie rolls.  There is a lot they will eat and we will continue to provide.  But I need the flexibility to not use WG when the kids complain about a product and will not eat it.  I need to have options.  I am pro-whole grain.  And will continue to use most items that are whole grain.  But I would really love to be able to have the flexibility to provide more options of food to serve to our children.  <br/><br/>",In favor of flexibilies
2020,FNS-2020-0038-0029,,School,"Sodium, grain, and milk flexibility allows us to serve more palatable meals to our children. With the grain flexibility we are able to serve rice and pasta that holds a much better texture in our serving lines and we still create very wholesome and healthy dishes. The kids actually pick it up and enjoy eating it versus disposing it.<br/>Target 1 sodium levels already present some challenges as children are not used to consuming low sodium foods outside of our schools. I predict target 2 sodium levels may create more waste. Target 1 sodium levels help us create healthy meals that are still delicious. Manufacturers also benefit in creating products that show successful student participation under these meal flexibility. ",In favor of flexibilies
2020,FNS-2020-0038-0030,,School,"The flexibilities provided in this proposed rule are necessary for several reasons.  First of all, and at the forefront of all nutrition professionals is the health and wellbeing of our students.  While limiting these flexibilities makes meals healthier, it also reduces the participation from students.  When students do not eat the meals offered by the school, they are eating meals that are prepared at home, often by themselves, that do not contain the nutrients that are needed to fuel their bodies for learning throughout the day.  When using these flexibilities, we are able to offer food that is enjoyed by the students and encourages a balanced meal.  Another reason to pass the proposed rule is to alleviate the strain on the already pressed nutrition departments who are often struggling to get the items without these flexibilities due to the global pandemic.",In favor of flexibilies
2020,FNS-2020-0038-0032,,School,These flexibility are needed to allow us the chance to serve meals that the kid&#39;s will eat.<br/><br/>The meals we serve under the current flexibilities offer the foods that our kids will eat.  It also unties our hands when it comes to items that we purchase to serve our kids.<br/><br/>Our kitchen workers continue to provide meals for our students in our schools during these difficult times. Even though we provide meals to all students at no charge we are in financial distress. My staffs efforts have been exhausting only to add additional financial stress without the reinstatement of these flexibilities.<br/><br/>Food Service cannot take the chance to reduce student participation or watch our hard work go into the trash as a result of student acceptance. Our students need fed and we are are working at doing that to the best of our ability.<br/><br/>We in School Food Service are pleased to take this opportunity to provide for our students.   I as a Food Service Director appreciate the tireless efforts of my essential workers. More now that ever our students &amp; parents depend on us and we are there for them<br/><br/>Please reinstate the  flexibilities to save our school kitchens and feed our students.,In favor of flexibilies
2020,FNS-2020-0038-0033,,Constituent,"These flexibilities are most needed. It is more important for the students to actually consume the meals than it is for us to meet some scientific guideline on paper and then throw the food in the trash. We serve many children from food insecure households. Our food is the best food they receive all day, and we want them to eat it and enjoy it.",In favor of flexibilies
2020,FNS-2020-0038-0034,,School,"As a School Nutrition Director, I support the proposal to extend the flexibilities proposed in the 2018 Final Rule. Overall, school meals are healthy and provide nutritious meals to children across the United States. Restoring these proposed flexibilities will not change that, but will ease the burden on school nutrition programs, allowing them to continue to focus on providing healthy meals to children. ",In favor of flexibilies
2020,FNS-2020-0038-0035,,School,"School districts need the flexibilities on whole grains, milk, and sodium to continue. The markets in rural areas have not been able to provide enough options that meet the criteria for the guidelines to progress. We especially struggle with the sodium limits. The cost of items that do meet the Sodium 2 target levels, whole grains, and milk are still too high. Please reconsider moving forward with the next level of restrictions on school meals.    ",In favor of flexibilies
2020,FNS-2020-0038-0036,,School,"I support the rule to allow flavored, low-fat milk for ages 6 and over.",In favor of flexibilies
2020,FNS-2020-0038-0037,,School,I support this rule,In favor of flexibilies
2020,FNS-2020-0038-0038,,School,"The flavor milk for students would go over big if a Strawberry flavor is added to the serving for students. Sodium isn&#39;t too much of a problem for seasoning is ok in the planning of meals in our cafeteria. The wheat grains has always been a problem when it comes to serving them to students. The feed back I get back from students is ""why does everything have to be whole wheat grains."" They feel they see too much grains in their meals and that discourages them from wanting to eat. I tell them this is for the their health and eating healthy is good for your body which helps to energize the learning ability for the whole day. And the flexibilities in milk, sodium and grains needs is important to feeding the students. ",In favor of flexibilies
2020,FNS-2020-0038-0039,,School,As a cafeteria manager I have seen more plates full of food be dumped when we were required to use whole grain breads then I ever had before.  When we serve the regular bread the kids eat the food. When it was whole wheat buns they trashed it.  Being that all the waste came from taxes paid; I think as a tax payer that was a waste of tax payers money. The point of school nutrition is to feed children so they can learn.  A hungry child will not be able to focus and will comprehend less of what they read and hear. I have been on many diets and to tell the truth the best bread for nutritional value would be to do a sugar free version of the white breads we already use the kids would eat that and never know the difference.  They eat based on what it looks like and taste like.  If we want them to eat healthier we have to give them good tasting eye appealing choices. Not to include that the school breakfast and lunch is not their main problem they eat more meals at home then with us.  ,In favor of flexibilies
2020,FNS-2020-0038-0040,,School,"I am for the Proposed Rule:  Restoration of Milk, Whole Grains, and Sodium Flexibilities.  <br/>I have been a Student Nutrition Director for many years.  The goal is to feed the students nutritious meals so they are not hungry.  The Whole grain requirement is difficult to serve and the students do not eat.  Making burritos with the whole grain - they crumble.  The pasta also crumbles.   The students throw them in the trash, and our meal counts go down.  We see the students bringing chips and sweets from home to eat instead.  When we serve items which are enriched then the students eat and they actually enjoy the food.  Same with the sodium levels.  The food will taste like cardboard.  You need to worry about feeding the students good quality food, I want the food to be healthy, but it has been taken to the extreme.  I can encourage more fruits and vegetables if they have the other items quality tasting.",In favor of flexibilies
2020,FNS-2020-0038-0041,,Constituent,"Meal participation starts with foods kids like  for breakfast and lunch. Start with the comfort foods and familiar flavors from home. If we continue to cut sodium, the children will bring lunches from home overall effecting daily participation rates. ",In favor of flexibilies
2020,FNS-2020-0038-0042,,School,As a school nutrition director in Nebraska I feel it is imperitive to the continued service of quaility meals that the rules allowing flexiblity be restored.<br/>As we try to feed students the best meals possible we need to be allowed to make sound judgements about allowing choice for our student bodies.  Flexiblity allows for choice. Given local differences of product availabily we sometimes have to be flexible about what we serve.  When regulations are so tight that there are limited products available  it restricts what we can serve and our menus lack imagination and varity.  This doesn&#39;t provide good service to our students.<br/>Please allow the flexiblily to contiue to help us provide the best possible meals.,In favor of flexibilies
2020,FNS-2020-0038-0043,,Constituent,"our kids will not eat if you reduce the sodium, they already think its not enough salt.<br/>our kids prefer 1 percent milk, not fat free.... please do not change it to where they dont eat at all. <br/><span style='padding-left: 30px'></span>Thank you<br/><span style='padding-left: 30px'></span>Sharon Hale",In favor of flexibilies
2020,FNS-2020-0038-0044,,School,"<br/>I have been a Child Nutrition Director in North Carolina for 31 years and this year had been the most difficult we have ever faced. Budgets, staff and food supplies are all still a daily challenge. Our staffs are over worked and just bone tired. USDA needs to extend every possible flexibility to add us in feeding children. Each week it is an ordeal just to source adequate food items to feed our kids. We have had to purchase manufacture direct an borrow storage from the hospital in our county because our mainline distributor could not meet our needs. Myself and my secretary are delivering food. At this time, I implore USDA do not make our task more difficult by place more restrictions. Please keep flexibilities as we begin to recover. <br/><br/>Best regards,<br/>Cindy S. Marion<br/>Director of Child Nutrition<br/>Yadkin County Schools<br/>Yadkinville, N.C. 27055<br/> ",In favor of flexibilies
2020,FNS-2020-0038-0045,,School,"I would like to urge the USDA to preserve the flexibilities for milk, whole grains and sodium.   I am a Registered Dietitian and a School Foodservice director.   Nutrition is the top of my priorities.  These flexibilities do not hinder the nutrition for our children.  These flexibilities still within nutritional standards.  We the previous strict requirements are required again we may never be able to meet the sodium requirement properly while keeping our participation high enough to continue to provide the meals.   I have worked in hospitals, the Meals on Wheels program and now the school meals program and none of them have as strict of requirements as the school meals program. The sodium requirement if kept intact to the original requirements are more strict than a low sodium diet for patients who have congested heart failure.  These are children and even for CHF patients we have to weigh the importance of the low sodium to the ability to eat enough to avoid malnutrition in the elderly.   We strive to provide a variety of fruits and vegetables using our school garden.   We use whole foods but also have to entice our students to eat by providing food items that they love so they will continue to eat in our cafeterias and not bring food from home.   We have become the biggest provider for our community&#39;s children and with the current pandemic will be unable to continue to provide the quality of food if we are forced to go back to the more strict requirements.  We live in rural KY and not every child and family accept the same food culturally as bigger cities.   ",In favor of flexibilies
2020,FNS-2020-0038-0048,,Constituent,"Our kids will not eat if you lower the sodium, they already think its not enough salt. Our kids prefer 1% milk than fat free!",In favor of flexibilies
2020,FNS-2020-0038-0052,,School,I support this rule. ,In favor of flexibilies
2020,FNS-2020-0038-0053,,School,"As a school nutrition coordinator and registered dietitian I support these flexibilities. Let&#39;s first establish that these flexibilities allow program operators to make the choice that best fits their district. It does not ban another district from sticking to stricter requirements. These flexibilities do not take away fruit and vegetable requirements and actually move the school nutrition guidelines closer to mirroring the Dietary Guidelines for Americans. I am fully supportive of moving to a half whole grain rich requirement as it will allow for a wider variety of grains to be served. Again, this flexibility gets closer to mirroring the DGAs, though I would prefer to see the requirement be half of grains served must be 100% whole grain and the other half do not need to be (if we are being honest are whole grain ""rich"" [51% whole grain] options really better than their fully refined counterparts? When you compare nutrition labels the difference is minuscule). There is no reason for all flavored milk served to be skim. The fat in milk helps absorption of fat soluble vitamins and slows digestion/promotes satiety. I would rather have flavored 1% milk than flavored skim on my menu. I also support sodium flexibilities as target 3 requirements would be very difficult to realistically reach. For those that have grave concerns about the rollback of the 2012 requirements, I recommend working with your individual school district&#39;s school nutrition program. Lobby to have other options on your menu. The USDA doesn&#39;t require pizza to be served every day. Have a conversation with your district&#39;s school nutrition director about changes you&#39;d like to see to their menu. The USDA has no function in actual menu planning- this is done at the local level. Many foods fit within the requirements. Keep in mind none of these flexibilities are taking away fresh fruits and vegetables! Thanks USDA for recommending these pragmatic changes.",In favor of flexibilies
2020,FNS-2020-0038-0054,,School,"As a Child Nutrition Director for a small, rural public school, I support this rule. I was new to the position last school term, so I am not sure what it was like before this current rule was in place, but I have heard stories.   Please do not make us revert back to several years ago when everything was whole grain and there was no flavored milk.  Most kids will simply choose to not eat, and go home and fill up on chips and junk food.  At least now, they are getting SOME whole grains, and are offered a good balance and variety of foods that they can possibly find something they would enjoy eating.  Even now, with regulations being what they are, so much food still goes in the trash.  We do offer vs. serve, but they still do not want the veggies or fruit most days.  We go through WAY more flavored milk than white.  Whole wheat pasta and tortillas are nasty, kids do not eat them.  It&#39;s better for them to have options they are actually going to eat.  Otherwise, what&#39;s the point?  Thank you.",In favor of flexibilies
2020,FNS-2020-0038-0055,,School,"As a school nutrition professional, I strongly support this Proposed Rule. Restoring the milk, whole grain, and sodium flexibilities provided in 2018 is especially critical to my school meal program. ",In favor of flexibilies
2020,FNS-2020-0038-0056,,School,"I support this proposal. As a Child Nutrition director we still have a difficult time finding food that both  meets the requirements and that the kids will actually eat. I do support the idea of food being more nutritious. We still do a lot of from scratch recipes. It was very frustrating to spend the time and money preparing meals only to watch them go in the trash. With the rules being a  little more relaxed it has eased a lot of this frustration. Our kids are eating more and feel a little less restricted since we have been allowed to ease up on some of the requirements, specifically the whole grain only being 50% for the week and not further restricting the sodium. I urge you not to go back to the tighter more stringent regulations.",In favor of flexibilies
2020,FNS-2020-0038-0057,,School,Our kids need a little salt add there food if u lower the sodium it want be good to them. It&#39;s hard to get the kids to eat school food any ways . we need the 1% mike the like it better then the fat free milk.,In favor of flexibilies
2020,FNS-2020-0038-0058,,School,"School meal flexibilities for the National School Lunch Program and the School Breakfast Program have drastically impacted quality and quantity of food items being served in our school cafeterias. Students are familiar with eating non-whole grain products and drinking low fat flavored milk because that is what they have at home. When introduced to whole grain products, majority of the students meals were going into the trash because it did not taste good to them. When you take sodium out of items, you have to put something in it&#39;s place-which results in using more artificial preservatives or just a really bland product (where students say it takes like cardboard). It is hard to reduce sodium levels when so many things need natural salt (for example, a turkey and cheese sandwich. All items of which include sodium and would be impossible to produce a high quality sandwich without). Manufacturers would have to go be to reformulate and create new products where they have used so much of their time and money to create amazing products out there to meet our flexibilities. <br/><br/>Please consider this proposal to help keep school meals great. ",In favor of flexibilies
2020,FNS-2020-0038-0059,,Advocacy,I support this rule,In favor of flexibilies
2020,FNS-2020-0038-0060,,School,"As a School Nutrition Director and RDN in the state of Georgia with an entirely CEP district I support the restoration of the Milk, Whole Grain and Sodium flexibilities.  I support them because enticing our children to eat meals is incredibly important, we have so many great things that we can offer to encourage children to lead healthy lifestyles and allowing these flexibilities can help make them more palatable for the children we serve.  Skim and 1% milk is much better than the whole milk they may be receiving at home and if they can make those healthy choices for themselves later we have been successful.  As far as whole grains are concerned I am full support of including as many whole grains as possible, but if we are going to be ""real"" about it they are not always available or available in the quantities we need nor are there enough options for some of the meals we are serving.  Finally with the sodium restrictions the final rule would take sodium restrictions lower than heart failure patients and renal function patients recommended levels so I am not in agreement with the final rule and believe that the Target 2 are much more attainable, especially if the manufacturers and school nutrition professionals are given time to assure that we can achieve compliance and palatability for the students we serve in the quantities that we need.  Please take this into consideration.  <br/><br/>Respectfully MG ",In favor of flexibilies
2020,FNS-2020-0038-0061,,School,"It is very important to allow our school districts to continue to have the flexibility with milk, whole grains, and sodium.  Our students want to eat food that tastes good, and the very restrictive government regulations under the Obama Administration really hurt our student participation.  Please permanently reinstate/restore the flexibilities that we have enjoyed over the past couple of years.    ",In favor of flexibilies
2020,FNS-2020-0038-0062,,School,I support this rule!,In favor of flexibilies
2020,FNS-2020-0038-0063,,School, The whole grain and sodium meal pattern flexibilities of 2018 was the best decision made.  To return to the 2012 Meal pattern would be a disaster. The damage it did to my school system participation was devastating. The kids refused to eat and the ones that did complained about the food daily. The impact is still felt today. Kids still have an image of the water down milk and bland tasting food.  We are just now starting to see a turn around under the 2018 whole grain and sodium meal pattern flexibilities. I hope the rule makers consider what a negative impact the 2012 meal pattern had on school systems nation wide and reconsider NOT dropping the 2018 whole grain and sodium meal pattern flexibilities.<br/>,In favor of flexibilies
2020,FNS-2020-0038-0064,,School,"I would love to see this flexibility in our menus, I have worked as a food service manager for over 20 years and I have never seen so much food thrown away! They rarely eat the vegetables, and they won&#39;t eat a lot of the whole grain items. It&#39;s not helping if the kids are going hungry. If we could cook like we used to do, we would have way more participation in our school lunch program. Our lunch count has gone down drastically due to these changes, we have tried different recipes, different brands, anything to get our students to eat, and it just is not working for us. Our biggest complaint from the students and parents is always about the vegetables and the whole grain products. Please consider that each school around the country is unique as far as what kids will and will not eat, I don&#39;t think it is fair to approach this from an aspect of they will eat it or starve! We have too many kids going hungry!!",In favor of flexibilies
2020,FNS-2020-0038-0065,,School,"It is admired that we are thinking of the health of our students.  It is also admired that we are trying to instill lifelong eating habits that students will take with them into adulthood.  These things are far and away the LAST thing we should be focusing on with SCHOOL MEALS.  Getting students to participate in a program that isn&#39;t McDonald&#39;s or Taco Bell is hard enough.  Students need balanced meals that they will eat.  Many of the restrictions we face today make it even harder to get students to eat school lunches.  Please reconsider asking us to provide more expensive meals that fewer students will eat.  We have seen a growing number of students choose to not eat at all at school which means they are eating more and more JUNK FOOD at home.  We have to strike a better balance and whole grains are costing us more money and fewer meals are going out because they will not eat them.  If we must meet these requirements, then the reimbursement rate should increase significantly to cover those costs that we can never recoup.",In favor of flexibilies
2020,FNS-2020-0038-0066,,Constituent,I support this proposed ruling,In favor of flexibilies
2020,FNS-2020-0038-0067,,School,"I am in favor of any action to lessen and eliminate food restrictions, especially for Grains. I agree that eliminating targets on sodium is vital since we have already reduced them significantly. I think the milk should remain the same. The students have accepted the fat free and low fat options and seem to not even notice. ",In favor of flexibilies
2020,FNS-2020-0038-0068,,School,"It is very hard for schools to make school meals appealing to kids.  It must be visually appealing, tasty, meet the challenging guidelines and still be kid friendly.  All while trying to meet budget costs.  With all of our industry cost of groceries on the rise and not being able to get products that meet the 51% whole grain, low sodium and the lowfat milk requirements.<br/><br/>With the reprieve of the 51% to just 50% whole grain for the week our student and adult tray counts have gone up.  They do NOT like whole grain biscuits and whole grain pasta.  <br/>The sodium target needs to stay at TARGET 1 in order for the taste of the product to be appealing to our students and adults.<span style='padding-left: 30px'></span>",In favor of flexibilies
2020,FNS-2020-0038-0070,,School," As a Child Nutrition Director  for 17 years, in a small school district I urge that these flexibilities be approved:<br/><br/><span style='padding-left: 30px'></span>Maintains Target 1 sodium limits through School Year (SY) 2023/24. Target 2 limits take effect in SY 2024/25 and the final target is eliminated.<br/><span style='padding-left: 30px'></span>Requires half of all grains served under NSLP/SBP to be whole grain rich.<br/><span style='padding-left: 30px'></span>Allows the service of low-fat flavored milk.<br/><br/>We urge you to approve the above flexibilities, to help us provide solid, nutritionally sound meals that our students will both enjoy and consume.  As, I was told many years ago, ""if they won&#39;t eat it, it doesn&#39;t matter how healthy you make it!""<br/><br/>For the future of our programs, it is necessary to be able to provide healthy , nutritious and appealing food items.<br/><br/>Thank You,<br/>Lauren Rogers<br/>Child Nutrition Director<br/>Gunter ISD",In favor of flexibilies
2020,FNS-2020-0038-0071,,School,I appreciate you making these changes as the rules are just not practical to<br/>implement.<br/>The student participation will be impacted and this effects our budgets<br/>Funding is not enough without high participation rates.<br/>The products are not easy to find form manufacturers either.<br/><br/>,In favor of flexibilies
2020,FNS-2020-0038-0072,,School,I am a Public School Director. We are urging you to please keep the Target 1 Guidelines for a few more years as we work out our menus. Please eliminate Target 3 because it would truly limit our participation with students.,In favor of flexibilies
2020,FNS-2020-0038-0073,,School,"Keeping the Target 1 sodium, milk and whole grain flexibilities in place will help Child Nutrition programs maintain and hopefully increase student participation.<br/><br/>Manufacturers are already having a hard time with juggling COVID layoffs, less shifts to produce products and the increased demand of individually wrapped items. It would be even more stressful to produce new products without these flexibilities.<br/><br/>I think it is a wonderful idea to continue these flexibilities and revisit at a later date. <br/><br/>",In favor of flexibilies
2020,FNS-2020-0038-0074,,School,"Please keep the 50% rule for whole grain rich foods. We pick and choose carefully to decide which products work the best- the whole grain hamburger buns and bread are great products, but the pizza crust and biscuits are almost inedible. <br/>Allowing this flexibility offers the best of both worlds to the students we serve. They are still getting whole grain foods, but meal counts, and customer satisfaction, greatly increased when we went to 50%. <br/>Students are actually eating what they pick up, which is the goal. It does no good to force the 100% whole grains on the students if they throw away most of what is on their tray. ",In favor of flexibilies
2020,FNS-2020-0038-0075,,Advocacy,"As a parent, I appreciate the flexibilities that schools currently have. This allows for my kids to get the nutritious meals they and I both desire for them. Please continue these flexibilities. ",In favor of flexibilies
2020,FNS-2020-0038-0076,,School,"Thank you for allowing us to comment on this issue.  I am in my 17th year in Child Nutrition, and my 16th as a Director for our district.  <br/><br/>I feel it is important to restore the flexibilities in order to continue student acceptance and allow for a greater variety of menu items to be offered.  Our school district was in the process of getting closer to the Target 2 sodium restrictions, but it will be incredibly difficult to meet them so soon.  Manufacturers were depending on having a longer time frame and so were we. <br/><br/>Having flexibilities regarding whole grains is also necessary in order to allow for a variety of different grains to be offered.  Some just do not translate well to whole grain versions, and the students do not accept them well.<br/><br/>The difference in fat-free flavored milk and 1% is minimal, but makes a difference in flavor.  Students accept the 1% better than they do fat-free.  This can make the difference in whether a student selects a milk or not.<br/><br/>Overall, these flexibilities made planning a well-rounded, well-accepted menu a much better process.  We have to provide students with meals they enjoy or they are simply going to not participate.  ",In favor of flexibilies
2020,FNS-2020-0038-0077,,School,"I urge you to restore the Meal Pattern flexibilities for milk, sodium, and whole grains.  It is hard enough to get students to eat in the cafeteria instead of bringing food from home without these very strict regulations!  Fat free vs 1% milk - there is only 20 calories and 2.5 grams of fat difference and the 1% is more flavorful!  Whole grains - students do not like certain whole grain foods, like tortillas, biscuits, and pasta.  It has a very different taste and texture than the enriched products they&#39;re most likely used to at home.  By offering 50% whole grain rich, we introduce them to whole wheat rolls, buns, and other items that are more similar to their enriched counterparts, while keeping the enriched tortillas, pasta, and biscuits that are very hard to get students to accept.  Sodium - By keeping target 1 sodium restrictions until 2023-2024, this gives menu planners more time to gradually introduce more scratch cooking that is far less sodium than the processed food most cafeterias are serving presently.  It is harder to get students to eat the scratch-made food than processed, which is similar to what they order at fast food restaurants that they like so much.  Our district does at least 50% scratch or fast scratch entrees and the Target 2 sodium restrictions would make us limit our menu even further. Again, please restore the flexibilities to give districts more time to implement these changes gradually to make students more likely to eat in the cafeterias!  Thank you!",In favor of flexibilies
2020,FNS-2020-0038-0079,,School,"School nutrition frontline staff depend on the flexibilities provided in the Final Rule to provide nutritious and appealing school meals to students.  School Districts, including ours struggled to meet the 2012 mandate that all grains must be whole grain rich due to regional and cultural preferences for a few specific items like white rice, tortillas or pasta.  Many students stopped eating at school once the menus did not reflect their cultural preferences, which then caused more stigma and negativity toward the program further discouraging needy students to participate.  Those students would rather have gone hungry than face the stigma and peer social pressure from eating in the cafeteria.    When the flexibilities allowed us to offer a few preferred foods once again, along with positive promotion, we have started to see students return to eating at school.  We appreciate your consideration of restoring the flexibilities to enable us to continue to offer nutritious appealing school meals to students. ",In favor of flexibilies
2020,FNS-2020-0038-0080,,School,"As a director of child nutrition in a public school, I am excited about the possibility we may keep the less restrictive sodium, milk and whole grain targets.  These targets allow us to offer a better variety of foods that our students will enjoy.  The food is still nutritious and since students prefer them, they will eat in the school cafeteria.  With the more restrictive targets, I have seen many kids choose less nutritious fast foods and junk foods rather than eat meals provided by the school.  I strongly encourage the USDA to adopt this plan.",In favor of flexibilies
2020,FNS-2020-0038-0081,,School,"I would like to urge you to keep the flexibilities for milk, whole grain and sodium requirements in the National School Lunch Program.  I serve a small district and know from past experience that the students will not eat the whole grain foods.  When I serve the whole grain portions, at least 75% of the items get thrown in the trash, and my serving numbers are considerably lower on the days that whole grain items are served.  Please allow the flexibilities to remain so that I may provide meals that are healthy and appealing for my students.<br/><br/>Sincerely,<br/>Shannon Sutherland<br/>Food Service Director<br/>Richland Springs ISD",In favor of flexibilies
2020,FNS-2020-0038-0082,,School,"As a Child Nutrition Director of a public school in Texas, I am glad to see that flexibilities for milk, whole grains and sodium may be continued. It is really difficult to make some WG items appealing to children (WG tortillas for example - very hard to ""roll"" into a burrito without it breaking - and students do NOT like WG tortillas in TX!) If these flexibilities are not put into place, I was going to consider taking my High School off the school meal program - just because of having to use WG tortillas <br/>(burritos are very popular in my district) - but I wont do that now. THANKS!",In favor of flexibilies
2020,FNS-2020-0038-0083,,School,"I am a small rural ISD (1165) students.  I just wanted to say that the relaxed requirements have been a boon to my student participation. I have to say to go back to what it was and will be in the future would be a great detriment to our program.  I know you have heard it said many times ""if the students won&#39;t eat it then what&#39;s the since""! <br/>Thank you for your ongoing efforts to get our children eating.",In favor of flexibilies
2020,FNS-2020-0038-0084,,School,Please restore School Meal Flexibilities for the coming year.  We are feeding more students everyday when we give them different choices.  The students get really excited when they can choice between which milk they want for the day and having Garlic Knot Rolls on the menu.,In favor of flexibilies
2020,FNS-2020-0038-0085,,School,"I believe that in order to serve our children meals that they will actually eat all schools and child /adult care facilities should remain with the Sodium target 1 and only force us to serve the half whole grain requirement.<br/>I believe if you are going to make laws regarding nutrition then you should have to eat and work in a school cafeteria. A healthy child is not a hungry child. I have been in nutrition a while and I was here also to watch how much whole grain went into the trash can, we call that CASH IN THE TRASH, but to see a child leave a cafeteria hungry is the most defeating feeling you will ever feel and you know that child either has to choke it down or be hungry. That is not helping the children of America.  As for milk many children just throw it away because many parents myself included their pediatrician has told them give your child whole milk it may have more fat but in the long run it is so much better for them. ",In favor of flexibilies
2020,FNS-2020-0038-0086,,School,"I have been working in the food service department for 15+ years.  I feel that the purpose of the NSLP program is to get good nutritious food to our students.  That means that they have to actually eat it.  So if the food doesn&#39;t taste good they will not eat it.  Therefore, I feel that we do not need to decrease the sodium levels any more.  We are a very poor district in a rural area and we need to make sure that our students eat nutritious meals because for some students these are the only meals that they get daily.  In fact I think that some of the calorie restrictions should be reviewed.  We have students that are involved in athletics that burn a lot of calories and are very hungry when they come through.  Especially our 7th and 8th grade students.  <br/><br/>I feel that we need to look at the overall program and remember that our goal is to get good food to our students.  Not all students have parents that feed their children good meals.  A lot are on the go and just pick up fast food and do not cook for their families like in previous years.  So we want to make sure that they get all of the proteins, vegetables, dairy, fruits, and grains that they need.  But they have to want to eat them.  Therefore we need to be able to cook for them where the end result is good tasting food that is good for them that they will actually eat.<br/><br/>Our district has gone back to actually cooking food instead of just baking/heating it.  Doing this allows us to season it to make it taste good and still be healthy for them. However, with the restrictions getting tighter we will have a lot more of the food going into the trash and not in their bellies.  Which is the goal.",In favor of flexibilies
2020,FNS-2020-0038-0088,,School,"As a Child Nutrition Director I support this proposed rule.  We use the whole grain items as much as possible. However, when making a hot roll from scratch, the children will not eat the whole grain one if put on their plate. We enjoy the ability to provide scratch made items that the children will eat versus spending our time making whole grain scratch made items that they just throw into the trashcan. The industry has improved products that have breading on them to be whole grain enriched and the children have grow used to these items.  The Dairy industry has adjusted to the demands for the milk and now you are asking them to change again.  Small companies may not have the ability to adjust again so will be put out of business. ",In favor of flexibilies
2020,FNS-2020-0038-0089,,School,The rule proposed is a wonderful idea.  We have many in our district that just won&#39;t eat due to the flavor of the whole grains and non fat milk.  If the rule is passed at least we will know that a lot of students will be eating and not skipping meals.  Many students will participate in the NSLP and NSBP by passing this proposed rule.,In favor of flexibilies
2020,FNS-2020-0038-0090,,School,I think grains should be 50/50 because some whole grain items are not fit to eat.  We have low participation when whole grain items are severed. Example Whole grain Biscuit are not fit to eat like hockey pucks and they crumble.  Whole grain pasta they do not eat and well if it is regular pasta.  ,In favor of flexibilies
2020,FNS-2020-0038-0091,,Constituent,"I approve of the proposed milk, whole grain, and sodium flexibilities provided that compliance requirements, such as the Sodium Target 2 measure, do not continue to be pushed back. The focus must remain on providing schools adequate time to meet requirements while continuing to promote healthier food choices. Simpler, more common-sense flexibility is imperative and listening to the nutrition professionals who are talking and communicating daily with the students will not only held lead to more effective legislation but also encourage student participation and decrease food waste. Providing flavored low-fat milk is a better alternative than having students resort to drinking carbonated sodas, or other sugar-filled beverages, because they will not drink the mandated unflavored, low-fat milk. <br/><br/>Improving the nutritional quality of meals schools, decreasing portions, and curbing the rise in childhood obesity must remain at the forefront of bureaucrats&rsquo; minds, but the persistent challenges of remedying these issues for many school districts must also be addressed. Initiating extreme limits can generate the opposite effect by pushing younger generations towards less-healthy options, but another concern is that these flexibilities move in the opposite direction that our society needs to go. There must be a balance established between encouraging those healthy choices, listening to the students themselves, and increasing student participation. This proposal is a step in the right direction towards creating an effective balance between all parties involved.<br/>",In favor of flexibilies
